loc_rowid,pl_name,hostname,discoverymethod,disc_year
14705,Kepler-166 b,Kepler-166,Transit,2014
14706,Kepler-166 c,Kepler-166,Transit,2014
14707,Kepler-166 c,Kepler-166,Transit,2014
14708,Kepler-166 c,Kepler-166,Transit,2014
14709,Kepler-166 c,Kepler-166,Transit,2014
14710,Kepler-166 c,Kepler-166,Transit,2014
14711,Kepler-166 c,Kepler-166,Transit,2014
14712,Kepler-166 c,Kepler-166,Transit,2014
14713,Kepler-166 c,Kepler-166,Transit,2014
14714,Kepler-166 c,Kepler-166,Transit,2014
14715,Kepler-166 c,Kepler-166,Transit,2014
14716,Kepler-166 c,Kepler-166,Transit,2014
14717,Kepler-166 d,Kepler-166,Transit,2016
14718,Kepler-166 d,Kepler-166,Transit,2016
14719,Kepler-166 d,Kepler-166,Transit,2016
14720,Kepler-166 d,Kepler-166,Transit,2016
14721,Kepler-166 d,Kepler-166,Transit,2016
14722,Kepler-166 d,Kepler-166,Transit,2016
14723,Kepler-166 d,Kepler-166,Transit,2016
14724,Kepler-166 d,Kepler-166,Transit,2016
14725,Kepler-166 d,Kepler-166,Transit,2016
14726,Kepler-166 d,Kepler-166,Transit,2016
14727,Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023
14728,Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023
14729,Kepler-1661 b,Kepler-1661,Transit,2020
14730,Kepler-1663 b,Kepler-1663,Transit,2020
14731,Kepler-1663 b,Kepler-1663,Transit,2020
14732,Kepler-1663 b,Kepler-1663,Transit,2020
14733,Kepler-1663 b,Kepler-1663,Transit,2020
14734,Kepler-1663 b,Kepler-1663,Transit,2020
14735,Kepler-1663 b,Kepler-1663,Transit,2020
14736,Kepler-1663 b,Kepler-1663,Transit,2020
14737,Kepler-1663 b,Kepler-1663,Transit,2020
14738,Kepler-1664 b,Kepler-1664,Transit,2020
14739,Kepler-1664 b,Kepler-1664,Transit,2020
14740,Kepler-1664 b,Kepler-1664,Transit,2020
14741,Kepler-1664 b,Kepler-1664,Transit,2020
14742,Kepler-1664 b,Kepler-1664,Transit,2020
14743,Kepler-1664 b,Kepler-1664,Transit,2020
14744,Kepler-1664 b,Kepler-1664,Transit,2020
14745,Kepler-1664 b,Kepler-1664,Transit,2020
14746,Kepler-1665 b,Kepler-1665,Transit,2020
14747,Kepler-1665 b,Kepler-1665,Transit,2020
14748,Kepler-1665 b,Kepler-1665,Transit,2020
14749,Kepler-1665 b,Kepler-1665,Transit,2020
14750,Kepler-1665 b,Kepler-1665,Transit,2020
14751,Kepler-1665 b,Kepler-1665,Transit,2020
14752,Kepler-1665 b,Kepler-1665,Transit,2020
14753,Kepler-1665 b,Kepler-1665,Transit,2020
14754,Kepler-1666 b,Kepler-1666,Transit,2020
14755,Kepler-1666 b,Kepler-1666,Transit,2020
14756,Kepler-1666 b,Kepler-1666,Transit,2020
14757,Kepler-1666 b,Kepler-1666,Transit,2020
14758,Kepler-1666 b,Kepler-1666,Transit,2020
14759,Kepler-1666 b,Kepler-1666,Transit,2020
14760,Kepler-1666 b,Kepler-1666,Transit,2020
14761,Kepler-1666 b,Kepler-1666,Transit,2020
14762,Kepler-1666 c,Kepler-1666,Transit,2020
14763,Kepler-1666 c,Kepler-1666,Transit,2020
14764,Kepler-1666 c,Kepler-1666,Transit,2020
14765,Kepler-1666 c,Kepler-1666,Transit,2020
14766,Kepler-1666 c,Kepler-1666,Transit,2020
14767,Kepler-1666 c,Kepler-1666,Transit,2020
14768,Kepler-1666 c,Kepler-1666,Transit,2020
14769,Kepler-1666 c,Kepler-1666,Transit,2020
14770,Kepler-1667 b,Kepler-1667,Transit,2020
14771,Kepler-1667 b,Kepler-1667,Transit,2020
14772,Kepler-1667 b,Kepler-1667,Transit,2020
14773,Kepler-1667 b,Kepler-1667,Transit,2020
14774,Kepler-1667 b,Kepler-1667,Transit,2020
14775,Kepler-1667 b,Kepler-1667,Transit,2020
14776,Kepler-1667 b,Kepler-1667,Transit,2020
14777,Kepler-1667 b,Kepler-1667,Transit,2020
14778,Kepler-1668 b,Kepler-1668,Transit,2020
14779,Kepler-1668 b,Kepler-1668,Transit,2020
14780,Kepler-1668 b,Kepler-1668,Transit,2020
14781,Kepler-1668 b,Kepler-1668,Transit,2020
14782,Kepler-1668 b,Kepler-1668,Transit,2020
14783,Kepler-1668 b,Kepler-1668,Transit,2020
14784,Kepler-1668 b,Kepler-1668,Transit,2020
14785,Kepler-1668 b,Kepler-1668,Transit,2020
14786,Kepler-1669 b,Kepler-1669,Transit,2020
14787,Kepler-1669 b,Kepler-1669,Transit,2020
14788,Kepler-1669 b,Kepler-1669,Transit,2020
14789,Kepler-1669 b,Kepler-1669,Transit,2020
14790,Kepler-1669 b,Kepler-1669,Transit,2020
14791,Kepler-1669 b,Kepler-1669,Transit,2020
14792,Kepler-1669 b,Kepler-1669,Transit,2020
14793,Kepler-1669 b,Kepler-1669,Transit,2020
14794,Kepler-1669 c,Kepler-1669,Transit,2021
14795,Kepler-1669 c,Kepler-1669,Transit,2021
14796,Kepler-1669 c,Kepler-1669,Transit,2021
14797,Kepler-1669 c,Kepler-1669,Transit,2021
14798,Kepler-1669 c,Kepler-1669,Transit,2021
14799,Kepler-1669 c,Kepler-1669,Transit,2021
14800,Kepler-1669 c,Kepler-1669,Transit,2021
14801,Kepler-1669 d,Kepler-1669,Transit,2023
14802,Kepler-1669 d,Kepler-1669,Transit,2023
14803,Kepler-1669 d,Kepler-1669,Transit,2023
14804,Kepler-1669 d,Kepler-1669,Transit,2023
14805,Kepler-1669 d,Kepler-1669,Transit,2023
14806,Kepler-1669 d,Kepler-1669,Transit,2023
14807,Kepler-1669 d,Kepler-1669,Transit,2023
14808,Kepler-167 b,Kepler-167,Transit,2014
14809,Kepler-167 b,Kepler-167,Transit,2014
14810,Kepler-167 b,Kepler-167,Transit,2014
14811,Kepler-167 b,Kepler-167,Transit,2014
14812,Kepler-167 b,Kepler-167,Transit,2014
14813,Kepler-167 b,Kepler-167,Transit,2014
14814,Kepler-167 b,Kepler-167,Transit,2014
14815,Kepler-167 b,Kepler-167,Transit,2014
14816,Kepler-167 b,Kepler-167,Transit,2014
14817,Kepler-167 b,Kepler-167,Transit,2014
14818,Kepler-167 b,Kepler-167,Transit,2014
14819,Kepler-167 b,Kepler-167,Transit,2014
14820,Kepler-167 b,Kepler-167,Transit,2014
14821,Kepler-167 c,Kepler-167,Transit,2014
14822,Kepler-167 c,Kepler-167,Transit,2014
14823,Kepler-167 c,Kepler-167,Transit,2014
14824,Kepler-167 c,Kepler-167,Transit,2014
14825,Kepler-167 c,Kepler-167,Transit,2014
14826,Kepler-167 c,Kepler-167,Transit,2014
14827,Kepler-167 c,Kepler-167,Transit,2014
14828,Kepler-167 c,Kepler-167,Transit,2014
14829,Kepler-167 c,Kepler-167,Transit,2014
14830,Kepler-167 c,Kepler-167,Transit,2014
14831,Kepler-167 c,Kepler-167,Transit,2014
14832,Kepler-167 c,Kepler-167,Transit,2014
14833,Kepler-167 c,Kepler-167,Transit,2014
14834,Kepler-167 d,Kepler-167,Transit,2016
14835,Kepler-167 d,Kepler-167,Transit,2016
14836,Kepler-167 d,Kepler-167,Transit,2016
14837,Kepler-167 d,Kepler-167,Transit,2016
14838,Kepler-167 d,Kepler-167,Transit,2016
14839,Kepler-167 d,Kepler-167,Transit,2016
14840,Kepler-167 d,Kepler-167,Transit,2016
14841,Kepler-167 d,Kepler-167,Transit,2016
14842,Kepler-167 d,Kepler-167,Transit,2016
14843,Kepler-167 d,Kepler-167,Transit,2016
14844,Kepler-167 d,Kepler-167,Transit,2016
14845,Kepler-167 d,Kepler-167,Transit,2016
14846,Kepler-167 e,Kepler-167,Transit,2016
14847,Kepler-167 e,Kepler-167,Transit,2016
14848,Kepler-167 e,Kepler-167,Transit,2016
14849,Kepler-167 e,Kepler-167,Transit,2016
14850,Kepler-167 e,Kepler-167,Transit,2016
14851,Kepler-167 e,Kepler-167,Transit,2016
14852,Kepler-167 e,Kepler-167,Transit,2016
14853,Kepler-167 e,Kepler-167,Transit,2016
14854,Kepler-167 e,Kepler-167,Transit,2016
14855,Kepler-1670 b,Kepler-1670,Transit,2020
14856,Kepler-1670 b,Kepler-1670,Transit,2020
14857,Kepler-1670 b,Kepler-1670,Transit,2020
14858,Kepler-1670 b,Kepler-1670,Transit,2020
14859,Kepler-1670 b,Kepler-1670,Transit,2020
14860,Kepler-1670 b,Kepler-1670,Transit,2020
14861,Kepler-1670 b,Kepler-1670,Transit,2020
14862,Kepler-1670 b,Kepler-1670,Transit,2020
14863,Kepler-1671 b,Kepler-1671,Transit,2020
14864,Kepler-1671 b,Kepler-1671,Transit,2020
14865,Kepler-1671 b,Kepler-1671,Transit,2020
14866,Kepler-1671 b,Kepler-1671,Transit,2020
14867,Kepler-1671 b,Kepler-1671,Transit,2020
14868,Kepler-1671 b,Kepler-1671,Transit,2020
14869,Kepler-1671 b,Kepler-1671,Transit,2020
14870,Kepler-1671 b,Kepler-1671,Transit,2020
14871,Kepler-1672 b,Kepler-1672,Transit,2020
14872,Kepler-1672 b,Kepler-1672,Transit,2020
14873,Kepler-1672 b,Kepler-1672,Transit,2020
14874,Kepler-1672 b,Kepler-1672,Transit,2020
14875,Kepler-1672 b,Kepler-1672,Transit,2020
14876,Kepler-1672 b,Kepler-1672,Transit,2020
14877,Kepler-1672 b,Kepler-1672,Transit,2020
14878,Kepler-1672 b,Kepler-1672,Transit,2020
14879,Kepler-1673 b,Kepler-1673,Transit,2020
14880,Kepler-1673 b,Kepler-1673,Transit,2020
14881,Kepler-1673 b,Kepler-1673,Transit,2020
14882,Kepler-1673 b,Kepler-1673,Transit,2020
14883,Kepler-1673 b,Kepler-1673,Transit,2020
14884,Kepler-1673 b,Kepler-1673,Transit,2020
14885,Kepler-1673 b,Kepler-1673,Transit,2020
14886,Kepler-1673 b,Kepler-1673,Transit,2020
14887,Kepler-1674 b,Kepler-1674,Transit,2020
14888,Kepler-1674 b,Kepler-1674,Transit,2020
14889,Kepler-1674 b,Kepler-1674,Transit,2020
14890,Kepler-1674 b,Kepler-1674,Transit,2020
14891,Kepler-1674 b,Kepler-1674,Transit,2020
14892,Kepler-1674 b,Kepler-1674,Transit,2020
14893,Kepler-1674 b,Kepler-1674,Transit,2020
14894,Kepler-1674 b,Kepler-1674,Transit,2020
14895,Kepler-1675 b,Kepler-1675,Transit,2020
14896,Kepler-1675 b,Kepler-1675,Transit,2020
14897,Kepler-1675 b,Kepler-1675,Transit,2020
14898,Kepler-1675 b,Kepler-1675,Transit,2020
14899,Kepler-1675 b,Kepler-1675,Transit,2020
14900,Kepler-1675 b,Kepler-1675,Transit,2020
14901,Kepler-1675 b,Kepler-1675,Transit,2020
14902,Kepler-1675 b,Kepler-1675,Transit,2020
14903,Kepler-1676 b,Kepler-1676,Transit,2020
14904,Kepler-1676 b,Kepler-1676,Transit,2020
14905,Kepler-1676 b,Kepler-1676,Transit,2020
14906,Kepler-1676 b,Kepler-1676,Transit,2020
14907,Kepler-1676 b,Kepler-1676,Transit,2020
14908,Kepler-1676 b,Kepler-1676,Transit,2020
14909,Kepler-1676 b,Kepler-1676,Transit,2020
14910,Kepler-1677 b,Kepler-1677,Transit,2020
14911,Kepler-1677 b,Kepler-1677,Transit,2020
14912,Kepler-1677 b,Kepler-1677,Transit,2020
14913,Kepler-1677 b,Kepler-1677,Transit,2020
14914,Kepler-1677 b,Kepler-1677,Transit,2020
14915,Kepler-1677 b,Kepler-1677,Transit,2020
14916,Kepler-1677 b,Kepler-1677,Transit,2020
14917,Kepler-1677 b,Kepler-1677,Transit,2020
14918,Kepler-1678 b,Kepler-1678,Transit,2020
14919,Kepler-1678 b,Kepler-1678,Transit,2020
14920,Kepler-1678 b,Kepler-1678,Transit,2020
14921,Kepler-1678 b,Kepler-1678,Transit,2020
14922,Kepler-1678 b,Kepler-1678,Transit,2020
14923,Kepler-1678 b,Kepler-1678,Transit,2020
14924,Kepler-1678 b,Kepler-1678,Transit,2020
14925,Kepler-1678 b,Kepler-1678,Transit,2020
14926,Kepler-1679 b,Kepler-1679,Transit,2020
14927,Kepler-1679 b,Kepler-1679,Transit,2020
14928,Kepler-1679 b,Kepler-1679,Transit,2020
14929,Kepler-1679 b,Kepler-1679,Transit,2020
14930,Kepler-1679 b,Kepler-1679,Transit,2020
14931,Kepler-1679 b,Kepler-1679,Transit,2020
14932,Kepler-1679 b,Kepler-1679,Transit,2020
14933,Kepler-1679 b,Kepler-1679,Transit,2020
14934,Kepler-168 b,Kepler-168,Transit,2014
14935,Kepler-168 b,Kepler-168,Transit,2014
14936,Kepler-168 b,Kepler-168,Transit,2014
14937,Kepler-168 b,Kepler-168,Transit,2014
14938,Kepler-168 b,Kepler-168,Transit,2014
14939,Kepler-168 b,Kepler-168,Transit,2014
14940,Kepler-168 b,Kepler-168,Transit,2014
14941,Kepler-168 b,Kepler-168,Transit,2014
14942,Kepler-168 b,Kepler-168,Transit,2014
14943,Kepler-168 b,Kepler-168,Transit,2014
14944,Kepler-168 c,Kepler-168,Transit,2014
14945,Kepler-168 c,Kepler-168,Transit,2014
14946,Kepler-168 c,Kepler-168,Transit,2014
14947,Kepler-168 c,Kepler-168,Transit,2014
14948,Kepler-168 c,Kepler-168,Transit,2014
14949,Kepler-168 c,Kepler-168,Transit,2014
14950,Kepler-168 c,Kepler-168,Transit,2014
14951,Kepler-168 c,Kepler-168,Transit,2014
14952,Kepler-168 c,Kepler-168,Transit,2014
14953,Kepler-168 c,Kepler-168,Transit,2014
14954,Kepler-168 c,Kepler-168,Transit,2014
14955,Kepler-1680 b,Kepler-1680,Transit,2020
14956,Kepler-1680 b,Kepler-1680,Transit,2020
14957,Kepler-1680 b,Kepler-1680,Transit,2020
14958,Kepler-1680 b,Kepler-1680,Transit,2020
14959,Kepler-1680 b,Kepler-1680,Transit,2020
14960,Kepler-1680 b,Kepler-1680,Transit,2020
14961,Kepler-1680 b,Kepler-1680,Transit,2020
14962,Kepler-1680 b,Kepler-1680,Transit,2020
14963,Kepler-1681 b,Kepler-1681,Transit,2020
14964,Kepler-1681 b,Kepler-1681,Transit,2020
14965,Kepler-1681 b,Kepler-1681,Transit,2020
14966,Kepler-1681 b,Kepler-1681,Transit,2020
14967,Kepler-1681 b,Kepler-1681,Transit,2020
14968,Kepler-1681 b,Kepler-1681,Transit,2020
14969,Kepler-1681 b,Kepler-1681,Transit,2020
14970,Kepler-1681 b,Kepler-1681,Transit,2020
14971,Kepler-1682 b,Kepler-1682,Transit,2020
14972,Kepler-1682 b,Kepler-1682,Transit,2020
14973,Kepler-1682 b,Kepler-1682,Transit,2020
14974,Kepler-1682 b,Kepler-1682,Transit,2020
14975,Kepler-1682 b,Kepler-1682,Transit,2020
14976,Kepler-1682 b,Kepler-1682,Transit,2020
14977,Kepler-1682 b,Kepler-1682,Transit,2020
14978,Kepler-1682 b,Kepler-1682,Transit,2020
14979,Kepler-1683 b,Kepler-1683,Transit,2020
14980,Kepler-1683 b,Kepler-1683,Transit,2020
14981,Kepler-1683 b,Kepler-1683,Transit,2020
14982,Kepler-1683 b,Kepler-1683,Transit,2020
14983,Kepler-1683 b,Kepler-1683,Transit,2020
14984,Kepler-1683 b,Kepler-1683,Transit,2020
14985,Kepler-1683 b,Kepler-1683,Transit,2020
14986,Kepler-1683 b,Kepler-1683,Transit,2020
14987,Kepler-1684 b,Kepler-1684,Transit,2020
14988,Kepler-1684 b,Kepler-1684,Transit,2020
14989,Kepler-1684 b,Kepler-1684,Transit,2020
14990,Kepler-1684 b,Kepler-1684,Transit,2020
14991,Kepler-1684 b,Kepler-1684,Transit,2020
14992,Kepler-1684 b,Kepler-1684,Transit,2020
14993,Kepler-1684 b,Kepler-1684,Transit,2020
14994,Kepler-1684 b,Kepler-1684,Transit,2020
14995,Kepler-1685 b,Kepler-1685,Transit,2020
14996,Kepler-1685 b,Kepler-1685,Transit,2020
14997,Kepler-1685 b,Kepler-1685,Transit,2020
14998,Kepler-1685 b,Kepler-1685,Transit,2020
14999,Kepler-1685 b,Kepler-1685,Transit,2020
15000,Kepler-1685 b,Kepler-1685,Transit,2020
15001,Kepler-1685 b,Kepler-1685,Transit,2020
15002,Kepler-1685 b,Kepler-1685,Transit,2020
15003,Kepler-1686 b,Kepler-1686,Transit,2020
15004,Kepler-1686 b,Kepler-1686,Transit,2020
15005,Kepler-1686 b,Kepler-1686,Transit,2020
15006,Kepler-1686 b,Kepler-1686,Transit,2020
15007,Kepler-1686 b,Kepler-1686,Transit,2020
15008,Kepler-1686 b,Kepler-1686,Transit,2020
15009,Kepler-1686 b,Kepler-1686,Transit,2020
15010,Kepler-1687 b,Kepler-1687,Transit,2020
15011,Kepler-1687 b,Kepler-1687,Transit,2020
15012,Kepler-1687 b,Kepler-1687,Transit,2020
15013,Kepler-1687 b,Kepler-1687,Transit,2020
15014,Kepler-1687 b,Kepler-1687,Transit,2020
15015,Kepler-1687 b,Kepler-1687,Transit,2020
15016,Kepler-1687 b,Kepler-1687,Transit,2020
15017,Kepler-1688 b,Kepler-1688,Transit,2020
15018,Kepler-1688 b,Kepler-1688,Transit,2020
15019,Kepler-1688 b,Kepler-1688,Transit,2020
15020,Kepler-1688 b,Kepler-1688,Transit,2020
15021,Kepler-1688 b,Kepler-1688,Transit,2020
15022,Kepler-1688 b,Kepler-1688,Transit,2020
15023,Kepler-1688 b,Kepler-1688,Transit,2020
15024,Kepler-1688 b,Kepler-1688,Transit,2020
15025,Kepler-1689 b,Kepler-1689,Transit,2020
15026,Kepler-1689 b,Kepler-1689,Transit,2020
15027,Kepler-1689 b,Kepler-1689,Transit,2020
15028,Kepler-1689 b,Kepler-1689,Transit,2020
15029,Kepler-1689 b,Kepler-1689,Transit,2020
15030,Kepler-1689 b,Kepler-1689,Transit,2020
15031,Kepler-1689 b,Kepler-1689,Transit,2020
15032,Kepler-169 b,Kepler-169,Transit,2014
15033,Kepler-169 b,Kepler-169,Transit,2014
15034,Kepler-169 b,Kepler-169,Transit,2014
15035,Kepler-169 b,Kepler-169,Transit,2014
15036,Kepler-169 b,Kepler-169,Transit,2014
15037,Kepler-169 b,Kepler-169,Transit,2014
15038,Kepler-169 b,Kepler-169,Transit,2014
15039,Kepler-169 b,Kepler-169,Transit,2014
15040,Kepler-169 b,Kepler-169,Transit,2014
15041,Kepler-169 b,Kepler-169,Transit,2014
15042,Kepler-169 c,Kepler-169,Transit,2014
15043,Kepler-169 c,Kepler-169,Transit,2014
15044,Kepler-169 c,Kepler-169,Transit,2014
15045,Kepler-169 c,Kepler-169,Transit,2014
15046,Kepler-169 c,Kepler-169,Transit,2014
15047,Kepler-169 c,Kepler-169,Transit,2014
15048,Kepler-169 c,Kepler-169,Transit,2014
15049,Kepler-169 c,Kepler-169,Transit,2014
15050,Kepler-169 c,Kepler-169,Transit,2014
15051,Kepler-169 c,Kepler-169,Transit,2014
15052,Kepler-169 c,Kepler-169,Transit,2014
15053,Kepler-169 d,Kepler-169,Transit,2014
15054,Kepler-169 d,Kepler-169,Transit,2014
15055,Kepler-169 d,Kepler-169,Transit,2014
15056,Kepler-169 d,Kepler-169,Transit,2014
15057,Kepler-169 d,Kepler-169,Transit,2014
15058,Kepler-169 d,Kepler-169,Transit,2014
15059,Kepler-169 d,Kepler-169,Transit,2014
15060,Kepler-169 d,Kepler-169,Transit,2014
15061,Kepler-169 d,Kepler-169,Transit,2014
15062,Kepler-169 d,Kepler-169,Transit,2014
15063,Kepler-169 d,Kepler-169,Transit,2014
15064,Kepler-169 e,Kepler-169,Transit,2014
15065,Kepler-169 e,Kepler-169,Transit,2014
15066,Kepler-169 e,Kepler-169,Transit,2014
15067,Kepler-169 e,Kepler-169,Transit,2014
15068,Kepler-169 e,Kepler-169,Transit,2014
15069,Kepler-169 e,Kepler-169,Transit,2014
15070,Kepler-169 e,Kepler-169,Transit,2014
15071,Kepler-169 e,Kepler-169,Transit,2014
15072,Kepler-169 e,Kepler-169,Transit,2014
15073,Kepler-169 e,Kepler-169,Transit,2014
15074,Kepler-169 e,Kepler-169,Transit,2014
15075,Kepler-169 f,Kepler-169,Transit,2014
15076,Kepler-169 f,Kepler-169,Transit,2014
15077,Kepler-169 f,Kepler-169,Transit,2014
15078,Kepler-169 f,Kepler-169,Transit,2014
15079,Kepler-169 f,Kepler-169,Transit,2014
15080,Kepler-169 f,Kepler-169,Transit,2014
15081,Kepler-169 f,Kepler-169,Transit,2014
15082,Kepler-169 f,Kepler-169,Transit,2014
15083,Kepler-169 f,Kepler-169,Transit,2014
15084,Kepler-169 f,Kepler-169,Transit,2014
15085,Kepler-169 f,Kepler-169,Transit,2014
15086,Kepler-1690 b,Kepler-1690,Transit,2020
15087,Kepler-1690 b,Kepler-1690,Transit,2020
15088,Kepler-1690 b,Kepler-1690,Transit,2020
15089,Kepler-1690 b,Kepler-1690,Transit,2020
15090,Kepler-1690 b,Kepler-1690,Transit,2020
15091,Kepler-1690 b,Kepler-1690,Transit,2020
15092,Kepler-1690 b,Kepler-1690,Transit,2020
15093,Kepler-1690 b,Kepler-1690,Transit,2020
15094,Kepler-1691 b,Kepler-1691,Transit,2020
15095,Kepler-1691 b,Kepler-1691,Transit,2020
15096,Kepler-1691 b,Kepler-1691,Transit,2020
15097,Kepler-1691 b,Kepler-1691,Transit,2020
15098,Kepler-1691 b,Kepler-1691,Transit,2020
15099,Kepler-1691 b,Kepler-1691,Transit,2020
15100,Kepler-1691 b,Kepler-1691,Transit,2020
15101,Kepler-1692 b,Kepler-1692,Transit,2020
15102,Kepler-1692 b,Kepler-1692,Transit,2020
15103,Kepler-1692 b,Kepler-1692,Transit,2020
15104,Kepler-1692 b,Kepler-1692,Transit,2020
15105,Kepler-1692 b,Kepler-1692,Transit,2020
15106,Kepler-1692 b,Kepler-1692,Transit,2020
15107,Kepler-1692 b,Kepler-1692,Transit,2020
15108,Kepler-1693 b,Kepler-1693,Transit,2020
15109,Kepler-1693 b,Kepler-1693,Transit,2020
15110,Kepler-1693 b,Kepler-1693,Transit,2020
15111,Kepler-1693 b,Kepler-1693,Transit,2020
15112,Kepler-1693 b,Kepler-1693,Transit,2020
15113,Kepler-1693 b,Kepler-1693,Transit,2020
15114,Kepler-1693 b,Kepler-1693,Transit,2020
15115,Kepler-1693 c,Kepler-1693,Transit,2021
15116,Kepler-1693 c,Kepler-1693,Transit,2021
15117,Kepler-1693 c,Kepler-1693,Transit,2021
15118,Kepler-1693 c,Kepler-1693,Transit,2021
15119,Kepler-1693 c,Kepler-1693,Transit,2021
15120,Kepler-1693 c,Kepler-1693,Transit,2021
15121,Kepler-1693 c,Kepler-1693,Transit,2021
15122,Kepler-1694 b,Kepler-1694,Transit,2020
15123,Kepler-1694 b,Kepler-1694,Transit,2020
15124,Kepler-1694 b,Kepler-1694,Transit,2020
15125,Kepler-1694 b,Kepler-1694,Transit,2020
15126,Kepler-1694 b,Kepler-1694,Transit,2020
15127,Kepler-1694 b,Kepler-1694,Transit,2020
15128,Kepler-1694 b,Kepler-1694,Transit,2020
15129,Kepler-1695 b,Kepler-1695,Transit,2020
15130,Kepler-1695 b,Kepler-1695,Transit,2020
15131,Kepler-1695 b,Kepler-1695,Transit,2020
15132,Kepler-1695 b,Kepler-1695,Transit,2020
15133,Kepler-1695 b,Kepler-1695,Transit,2020
15134,Kepler-1695 b,Kepler-1695,Transit,2020
15135,Kepler-1695 b,Kepler-1695,Transit,2020
15136,Kepler-1696 b,Kepler-1696,Transit,2020
15137,Kepler-1696 b,Kepler-1696,Transit,2020
15138,Kepler-1696 b,Kepler-1696,Transit,2020
15139,Kepler-1696 b,Kepler-1696,Transit,2020
15140,Kepler-1696 b,Kepler-1696,Transit,2020
15141,Kepler-1696 b,Kepler-1696,Transit,2020
15142,Kepler-1696 b,Kepler-1696,Transit,2020
15143,Kepler-1697 b,Kepler-1697,Transit,2020
15144,Kepler-1697 b,Kepler-1697,Transit,2020
15145,Kepler-1697 b,Kepler-1697,Transit,2020
15146,Kepler-1697 b,Kepler-1697,Transit,2020
15147,Kepler-1697 b,Kepler-1697,Transit,2020
15148,Kepler-1697 b,Kepler-1697,Transit,2020
15149,Kepler-1697 b,Kepler-1697,Transit,2020
15150,Kepler-1698 b,Kepler-1698,Transit,2020
15151,Kepler-1698 b,Kepler-1698,Transit,2020
15152,Kepler-1698 b,Kepler-1698,Transit,2020
15153,Kepler-1698 b,Kepler-1698,Transit,2020
15154,Kepler-1698 b,Kepler-1698,Transit,2020
15155,Kepler-1698 b,Kepler-1698,Transit,2020
15156,Kepler-1698 b,Kepler-1698,Transit,2020
15157,Kepler-1699 b,Kepler-1699,Transit,2020
15158,Kepler-1699 b,Kepler-1699,Transit,2020
15159,Kepler-1699 b,Kepler-1699,Transit,2020
15160,Kepler-1699 b,Kepler-1699,Transit,2020
15161,Kepler-1699 b,Kepler-1699,Transit,2020
15162,Kepler-1699 b,Kepler-1699,Transit,2020
15163,Kepler-1699 b,Kepler-1699,Transit,2020
15164,Kepler-17 b,Kepler-17,Transit,2011
15165,Kepler-17 b,Kepler-17,Transit,2011
15166,Kepler-17 b,Kepler-17,Transit,2011
15167,Kepler-17 b,Kepler-17,Transit,2011
15168,Kepler-17 b,Kepler-17,Transit,2011
15169,Kepler-17 b,Kepler-17,Transit,2011
15170,Kepler-17 b,Kepler-17,Transit,2011
15171,Kepler-17 b,Kepler-17,Transit,2011
15172,Kepler-17 b,Kepler-17,Transit,2011
15173,Kepler-17 b,Kepler-17,Transit,2011
15174,Kepler-17 b,Kepler-17,Transit,2011
15175,Kepler-17 b,Kepler-17,Transit,2011
15176,Kepler-17 b,Kepler-17,Transit,2011
15177,Kepler-17 b,Kepler-17,Transit,2011
15178,Kepler-170 b,Kepler-170,Transit,2014
15179,Kepler-170 b,Kepler-170,Transit,2014
15180,Kepler-170 b,Kepler-170,Transit,2014
15181,Kepler-170 b,Kepler-170,Transit,2014
15182,Kepler-170 b,Kepler-170,Transit,2014
15183,Kepler-170 b,Kepler-170,Transit,2014
15184,Kepler-170 b,Kepler-170,Transit,2014
15185,Kepler-170 b,Kepler-170,Transit,2014
15186,Kepler-170 b,Kepler-170,Transit,2014
15187,Kepler-170 b,Kepler-170,Transit,2014
15188,Kepler-170 b,Kepler-170,Transit,2014
15189,Kepler-170 b,Kepler-170,Transit,2014
15190,Kepler-170 c,Kepler-170,Transit,2014
15191,Kepler-170 c,Kepler-170,Transit,2014
15192,Kepler-170 c,Kepler-170,Transit,2014
15193,Kepler-170 c,Kepler-170,Transit,2014
15194,Kepler-170 c,Kepler-170,Transit,2014
15195,Kepler-170 c,Kepler-170,Transit,2014
15196,Kepler-170 c,Kepler-170,Transit,2014
15197,Kepler-170 c,Kepler-170,Transit,2014
15198,Kepler-170 c,Kepler-170,Transit,2014
15199,Kepler-170 c,Kepler-170,Transit,2014
15200,Kepler-170 c,Kepler-170,Transit,2014
15201,Kepler-170 c,Kepler-170,Transit,2014
15202,Kepler-1700 b,Kepler-1700,Transit,2020
15203,Kepler-1700 b,Kepler-1700,Transit,2020
15204,Kepler-1700 b,Kepler-1700,Transit,2020
15205,Kepler-1700 b,Kepler-1700,Transit,2020
15206,Kepler-1700 b,Kepler-1700,Transit,2020
15207,Kepler-1700 b,Kepler-1700,Transit,2020
15208,Kepler-1700 b,Kepler-1700,Transit,2020
15209,Kepler-1701 b,Kepler-1701,Transit,2020
15210,Kepler-1701 b,Kepler-1701,Transit,2020
15211,Kepler-1701 b,Kepler-1701,Transit,2020
15212,Kepler-1701 b,Kepler-1701,Transit,2020
15213,Kepler-1701 b,Kepler-1701,Transit,2020
15214,Kepler-1701 b,Kepler-1701,Transit,2020
15215,Kepler-1701 b,Kepler-1701,Transit,2020
